Brand_ID,Brand_Name,Classification,Price,quality,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,free_chlorides
W-1253,Callous,White,18.99,6,6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,0.030457255
W-1254,Lifeblood,White,19.99,6,6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,0.031325867
W-1255,Grynn,White,14.99,6,6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,0.028341779
W-1256,Boorish,White,25.99,7,5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,0.020292043
W-1257,Schoolbook,White,14.99,6,6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.73333333,0.028341779
W-1258,Yboiveth Wines,White,14.99,5,7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,0.034937549
W-1259,Blackjack Vines,White,14.99,5,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,0.037557839
W-1260,Needless Effort Vines,White,15.99,6,6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,0.031105263
W-1261,Blacksmith Vintners,White,15.99,6,6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,0.031215273
W-1262,Automatic Fall Wine,White,14.99,6,6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,0.02480005
W-1263,Qiameth Vines,White,9.99,5,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,0.045462605
W-1264,Profuse North Wines,White,18.99,6,8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,0.025436943
W-1265,Agonizing Anteater,White,17.99,6,7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,0.031105263
W-1266,Dispensable Advice,White,14.99,5,6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,0.04432133
W-1267,Scitenoa Vines,White,18.99,6,6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,0.028923134
W-1268,Acaer,White,14.99,6,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,0.024490536
W-1269,Tiny Cake Vines,White,36.99,8,8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,0.014005112
W-1270,Flawless Popcorn,White,10.99,5,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,0.044696932
W-1271,Zestpond Vintners,White,14.99,5,7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,0.040647763
W-1272,Adaptable Story Vineyards,White,27.99,8,6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,0.015982585
W-1273,Bowtie,White,12.99,5,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,0.036419789
W-1274,Open River Vines,White,10.99,5,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,0.04585284
W-1275,Grodsaar Winery,White,14.99,6,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,0.029120898
W-1276,Hexteria Wine,White,20.99,7,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,0.022545068
W-1277,Capricious Sun,White,24.99,7,6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,0.018261505
W-1278,Little Feet Winery,White,18.99,6,7,0.17,0.42,1,0.075,19,71,0.99103,3.32,0.62,11.4,0.027870602
W-1279,Fiercely Few,White,17.99,6,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,0.032700149
W-1280,Hallowed Force,White,11.99,5,8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,0.039524286
W-1281,Chesture,White,37.99,8,6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,0.014172336
W-1282,Fallacious Stew,White,16.99,6,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,0.030036434
W-1283,Picayune Vintners,White,14.99,6,8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,0.027593514
W-1284,Macabre Vineyards,White,19.99,6,9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,0.033057851
W-1285,Jaded Aftermath,White,16.99,6,5.6,0.19,0.39,1.1,0.043,17,67,0.9918,3.23,0.53,10.3,0.030140818
W-1286,Wise Trees Winery,White,18.99,6,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,0.031105263
W-1287,Playhouse Wines,White,15.99,6,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,0.026874496
W-1288,Luwest Vines,White,8.99,5,5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,0.035200237
W-1289,Odd Route,White,24.99,7,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,0.018662845
W-1290,Perfect Apparel,White,19.99,6,7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,0.026353517
W-1291,Second Day Vineyards,White,10.99,5,7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,0.048091721
W-1292,Bumooxa Vineyards,White,6.99,4,6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,0.06781684
W-1293,Volatile,White,17.99,6,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,0.033057851
W-1294,Sevit,White,16.99,6,6.3,0.23,0.5,10.4,0.043,61,132,0.99542,2.86,0.46,9.1,0.024878345
W-1295,Boaconic Vintners,White,9.99,4,6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,0.075060987
W-1296,Limestone Winery,White,16.99,6,10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,0.028246593
W-1297,Olielle,White,13.99,6,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,0.023741634
W-1298,Arrowgance Vineyards,White,9.99,4,6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,0.076733604
W-1299,Upmarket Winery,White,22.99,7,7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,0.017968935
W-1300,Nekmunnit,White,10.99,5,5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,0.042865287
W-1301,Fliondeso Winery,White,24.99,7,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,0.019893332
W-1302,Dogdax Wine,White,12.99,5,7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,0.038446751
W-1303,Silent Abbey Vineyards,White,12.99,5,6.5,0.39,0.35,1.6,0.049,10,164,0.99516,3.35,0.51,9.7,0.034548997
W-1304,Pentwist,White,22.99,7,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,0.019236651
W-1305,Permissible,White,13.99,6,7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,0.026612094
W-1306,Scrawny Rat Vintners,White,15.99,6,5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,0.030140818
W-1307,Aware,White,36.99,8,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,0.016649324
W-1308,Shaggy Lamb,White,17.99,6,8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5,0.023668639
W-1309,Yoffa,White,19.99,6,6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,0.023741634
W-1310,Lowly Discussion,White,14.99,5,5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,0.047672623
W-1311,Skylark,White,13.99,5,7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,0.04233772
W-1312,Round Liquid,White,22.99,7,6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,0.022078516
W-1313,Taboo Title,White,14.99,6,6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,0.029932592
W-1314,Gusty Gale Wines,White,21.99,7,6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,0.020408163
W-1315,Rigid Mountain Winery,White,29.99,8,6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,0.01430828
W-1316,Hardly Hurried,White,16.99,6,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,0.028727377
W-1317,Heavy Cast Vineyards,White,21.99,7,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,0.018410476
W-1318,Eggmode Wines,White,20.99,7,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,0.018868494
W-1319,Gray Ducks,White,21.99,7,6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9,0.018662845
W-1320,Schoolhouse,White,11.99,5,6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,0.035870064
W-1321,Snowbank Vines,White,13.99,6,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,0.025115468
W-1322,Adamant Position,White,16.99,6,7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,0.031548827
W-1323,Sweet Regret Wine,White,13.99,6,7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,0.026699133
W-1324,Duckpin Winery,White,14.99,5,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,0.034677791
W-1325,Quirkily Anxious Vineyards,White,23.99,7,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,0.019397739
W-1326,Sasaroo,White,11.99,5,6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,0.044508537
W-1327,Foresight Winery,White,49.99,9,9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,0.012511949
W-1328,Tacit Suggestion,White,13.99,5,7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,0.041479835
W-1329,Towering Cherry Wines,White,9.99,4,7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,0.074245113
W-1330,Massive Fowl Winery,White,24.99,7,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,0.020525283
W-1331,Rainbow Vineyards,White,18.99,6,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,0.02576463
W-1332,Wistful Zephyr Wine,White,22.99,7,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,0.023308665
W-1333,Tame Tamarin,White,13.99,6,5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,0.030140818
W-1334,Left Bank Vines,White,16.99,6,6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,0.027230446
W-1335,Novaly,White,19.99,6,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,0.025930853
W-1336,Seashore Wine,White,18.99,7,6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,0.021374098
W-1337,Ancient Acres Vines,White,17.99,6,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,0.0256
W-1338,Newsbreak Vineyards,White,19.99,6,7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,0.024878345
W-1339,Ruthless Cook,White,7.99,4,6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,0.069986842
W-1340,Outgoing,White,36.99,8,4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,0.016227839
W-1341,Duckbill Winery,White,20.99,7,7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,0.018410476
W-1342,Morath Wine,White,11.99,5,7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,0.046447681
W-1343,Lopsided Bee Winery,White,24.99,7,6.8,0.34,0.36,8.9,0.029,44,128,0.99318,3.28,0.35,11.95,0.022887433
W-1344,Observant Sisters Winery,White,14.99,5,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,0.04
W-1345,Amusing Flower Vines,White,13.99,6,5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,0.032464897
W-1346,Waterfront Vineyards,White,12.99,5,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,0.041819832
W-1347,Checknology,White,16.99,6,7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,0.032818736
W-1348,Violet Vines,White,29.99,8,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,0.015664136
W-1349,Sophile Vintners,White,19.99,7,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,0.018868494
W-1350,Uninhabited Territory Wine,White,8.99,5,7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,0.039367599
W-1351,Fortnight,White,15.99,6,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,0.025115468
W-1352,Someday Wines,White,14.99,5,7.4,0.18,0.4,1.6,0.047,22,102,0.9937,3.28,0.44,10.7,0.039367599
W-1353,Headquarters Vintners,White,23.99,7,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,0.021754075
W-1354,Overboard,White,24.99,7,6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,0.022078516
W-1355,Something,White,23.99,7,7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,0.019183401
W-1356,Coordinated Effort Wines,White,18.99,6,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,0.031887755
W-1357,Printure,White,11.99,5,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,0.044886527
W-1358,Short Line,White,13.99,5,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,0.035870064
W-1359,Jolly Bell Wines,White,16.99,6,6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,0.025355998
W-1360,Unwieldy Cushion Winery,White,11.99,5,6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8,0.034677791
W-1361,Nocobot Vineyards,White,18.99,6,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,0.025195263
W-1362,Timetable,White,6.99,4,9.4,0.29,0.55,2.2,0.05,17,119,0.9962,3.12,0.69,10.3,0.075473977
W-1363,Scintillating Vineyards,White,9.99,4,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,0.05484591
W-1364,Kiraric Wines,White,14.99,6,5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,0.028437448
W-1365,Crossbow Wine,White,25.99,7,8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,0.019130372
W-1366,Upshot,White,21.99,7,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,0.023026566
W-1367,Second-Hand Steam Vineyards,White,16.99,6,6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,0.023888641
W-1368,Loving Mother Wine,White,13.99,5,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,0.040484355
W-1369,Frequently Calculating Wines,White,17.99,6,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,0.0256
W-1370,Prickly Pear Vineyards,White,15.99,6,7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,0.023962657
W-1371,Stepjump Vineyards,White,22.99,7,5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,0.018713941
W-1372,Stoplight Winery,White,13.99,6,7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,0.031105263
W-1373,Chillaid Winery,White,9.99,5,6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,0.037998396
W-1374,Naperone,White,15.99,6,6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,0.029522561
W-1375,Striped Donkey Vineyards,White,19.99,6,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,0.032937968
W-1376,Parallel Flight,White,8.99,5,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,0.048091721
W-1377,Dusty Barrel Wines,White,17.99,6,8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,0.032700149
W-1378,Trelod,White,6.99,4,6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,0.066425763
W-1379,Wicked Drop Vineyards,White,10.99,5,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,0.040812162
W-1380,Showoff Wines,White,18.99,6,6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,0.02480005
W-1381,Therapeutic Vintners,White,13.99,5,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,0.043950441
W-1382,Meantime Vintners,White,14.99,6,6.4,0.22,0.34,1.8,0.057,29,104,0.9959,3.81,0.57,10.3,0.031215273
W-1383,Finicky Cheese Vintners,White,8.99,5,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,0.040647763
W-1384,Hapless Vineyards,White,16.99,6,6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,0.024878345
W-1385,Judicious Brass Wine,White,14.99,6,6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,0.028533601
W-1386,Uppermost Vineyards,White,14.99,6,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,0.02942137
W-1387,Polite Panda Wines,White,12.99,5,5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,0.033421455
W-1388,Futuristic Wines,White,25.99,7,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,0.018065672
W-1389,Inquisitive Station Vintners,White,26.99,7,6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,0.021947874
W-1390,Exciting Produce Wine,White,9.99,5,7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10,0.036559195
W-1391,Boaclick,White,23.99,7,5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,0.017968935
W-1392,Zany View,White,17.99,6,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,0.030457255
W-1393,Hoopper Vines,White,14.99,5,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,0.03317839
W-1394,Mighty Nettle,White,13.99,5,6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,0.047054173
W-1395,Present Plough,White,19.99,6,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,0.028341779
W-1396,Well-Made Box Vineyards,White,22.99,7,6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,0.023026566
W-1397,Sandstone Winery,White,17.99,6,14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,0.028825006
W-1398,Modgone,White,13.99,6,5,0.31,0,6.4,0.046,43,166,0.994,3.3,0.63,9.9,0.02480005
W-1399,Exciting Theory Wines,White,9.99,4,5.2,0.405,0.15,1.45,0.038,10,44,0.99125,3.52,0.4,11.6,0.076310247
W-1400,Drywest Vintners,White,17.99,6,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,0.029522561
W-1401,Dependent Metal Vintners,White,16.99,6,8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,0.026874496
W-1402,Swooflia,White,25.99,7,8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,0.01902497
W-1403,Firecracker Vintners,White,23.99,7,6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,0.019130372
W-1404,Unsuitable Suitor Wines,White,23.99,7,6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,0.018460539
W-1405,Tupress,White,9.99,4,6.4,0.595,0.14,5.2,0.058,15,97,0.9951,3.38,0.36,9,0.076310247
W-1406,Upright Wine,White,18.99,6,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,0.032348222
W-1407,Sleepy Giraffe,White,9.99,5,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,0.04233772
W-1408,Petite Pail Vines,White,26.99,7,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,0.019343819
W-1409,Boundless Spring Winery,White,18.99,7,7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,0.019290123
W-1410,Gullible Vines,White,19.99,7,7.3,0.145,0.33,1.1,0.042,14,64,0.99012,3.1,0.37,11.8,0.020822532
W-1411,Eminent Yak,White,12.99,5,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,0.046447681
W-1412,Soostev Vineyards,White,17.99,6,5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,0.025682117
W-1413,Mammoth Land,White,12.99,5,6,0.41,0.23,1.1,0.066,22,148,0.99266,3.3,0.47,9.633333333,0.038903089
W-1414,Entertaining Egghead Vines,White,12.99,5,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,0.036006323
W-1415,Shortbread Wine,White,13.99,5,7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,0.034807307
W-1416,Dear Friends Wines,White,18.99,6,6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,0.024414063
W-1417,Hesitant Step Vines,White,19.99,6,6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,0.024414063
W-1418,Unequaled Tray Wine,White,19.99,6,7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,0.032001946
W-1419,Outrageous Worm,White,17.99,6,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,0.024878345
W-1420,Skizzle Vineyards,White,12.99,5,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,0.043950441
W-1421,Natural,White,25.99,8,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,0.017777778
W-1422,Auspicious Cow Wines,White,13.99,5,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,0.048516369
W-1423,Keen Dime Wines,White,13.99,5,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,0.042865287
W-1424,Rowlow,White,10.99,5,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,0.046850696
W-1425,Fascinating Story Vineyards,White,21.99,7,7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,0.021499643
W-1426,Imaginary Actor Vintners,White,5.99,3,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,0.111111111
W-1427,Smiling People,White,18.99,7,4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,0.020349979
W-1428,Wooden Frame,White,13.99,5,6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,0.04507733
W-1429,Enchanting Hall,White,15.99,6,5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,0.030778701
W-1430,Salty Sea Wines,White,35.99,8,6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,0.016563723
W-1431,Unbiased Estimate Winery,White,19.99,6,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,0.025436943
W-1432,Catwalk Vintners,White,18.99,7,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,0.020006042
W-1433,Lazap Wine,White,20.99,7,6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,0.017920858
W-1434,Shivering Branch Vintners,White,9.99,5,7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,0.046850696
W-1435,Jagged Edges Wines,White,14.99,6,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,0.030778701
W-1436,Chorenn Winery,White,17.99,6,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,0.029522561
W-1437,Fishnet,White,13.99,5,6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,0.0336672
W-1438,Absorbing Story,White,11.99,5,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,0.035599858
W-1439,Quaint Loch Vineyards,White,14.99,5,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,0.037850687
W-1440,Ironwork,White,18.99,6,6.1,0.19,0.25,4,0.023,23,112,0.9923,3.37,0.51,11.6,0.024037017
W-1441,Jobox Vintners,White,13.99,6,7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,0.028923134
W-1442,Diligent Guide Wine,White,17.99,6,8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,0.030670989
W-1443,Unruly Arch Vintners,White,16.99,6,6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,0.02750207
W-1444,Cooperative,White,14.99,5,7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11,0.034293553
W-1445,Minivivi Wine,White,13.99,5,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,0.035870064
W-1446,Sixfold,White,18.99,6,6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,0.024262187
W-1447,Skylight Vineyards,White,14.99,5,9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5,0.036419789
W-1448,Grandstand,White,16.99,6,9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,0.031325867
W-1449,Tomash Winery,White,8.99,5,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,0.045269353
W-1450,Vallume Wines,White,18.99,7,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,0.020234354
W-1451,Harmonious Notes,White,21.99,7,5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,0.021562831
W-1452,Butternut,White,8.99,5,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,0.037850687
W-1453,Blacklist,White,32.99,8,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,0.014692378
W-1454,Snotty Snob,White,16.99,6,8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,0.02942137
W-1455,Steeplump,White,10.99,5,6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,0.042688341
W-1456,Noodile Vines,White,16.99,6,7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,0.025115468
